flowId,flowName,url,status,tags,durationMs,startedAt,finishedAt,errorMessage,screenshotPath
"page-load-check","Example.com Page Load Check","https://example.com","fail","smoke|page-load","30172","2026-06-08T03:06:58.251Z","2026-06-08T03:07:28.423Z","",""
