flowId,flowName,url,status,tags,durationMs,startedAt,finishedAt,errorMessage,screenshotPath
"tutorcare-enquiry-form","TutorCare — Homepage Enquiry Form","https://tutorcare.co.uk","fail","smoke|tutorcare|daily|contact-form","117","2026-04-27T05:18:46.578Z","2026-04-27T05:18:46.695Z","page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://tutorcare.co.uk/\nCall log:\n  - navigating to \"https://tutorcare.co.uk/\", waiting until \"domcontentloaded\"\n","/home/runner/work/Website-tool-test-/Website-tool-test-/screenshots/tutorcare-enquiry-form-error-1777267126617.png"
