flowId,flowName,url,status,tags,durationMs,startedAt,finishedAt,errorMessage,screenshotPath
"tutorcare-enquiry-form","TutorCare — Homepage Enquiry Form","https://tutorcare.co.uk","fail","smoke|tutorcare|daily|contact-form","134","2026-04-23T04:47:17.262Z","2026-04-23T04:47:17.396Z","page.goto: net::ERR_HTTP2_PROTOCOL_ERROR at https://tutorcare.co.uk/\nCall log:\n  - navigating to \"https://tutorcare.co.uk/\", waiting until \"domcontentloaded\"\n","/home/runner/work/Website-tool-test-/Website-tool-test-/screenshots/tutorcare-enquiry-form-error-1776919637319.png"
